offerdate,sold_premium,offered_premium,purchase_price,purchase_date,item_age,pricing_point,predictedconversionrate,plan_flag,plan_count,plansactive_lastyear_count,planscancelled_lastyear_count,claims_count,claim_amount,price_diff,ismodel,sale_flag,base_rate,manufacturerbrandname_enc,itemcategoryname_enc,itemsupercategorycode_enc,invalid_price_flag,price_diff_check,price_diff_matches
2023-03-03,,50.16,300.0,2023-02-24,7.0,@23%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.298136646,yes,0,38.64,129,25,2,False,11.221863353999996,False
2023-03-03,,69.72,340.0,2023-03-02,1.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,0,63.6,57,37,4,False,6.023773584999997,False
2023-03-02,,53.4,329.0,2022-05-01,305.0,@23%,0.24,0,0.0,0.0,0.0,0.0,0.0,0.219178082,yes,0,43.8,75,14,12,False,9.380821918000002,False
2023-04-23,40.2,40.2,200.0,2023-04-22,1.0,@23%,0.25,1,1.0,1.0,0.0,0.0,0.0,0.15916955,yes,1,34.68,86,32,13,False,5.3608304500000035,False
2023-03-16,,49.08,383.35,2023-02-23,21.0,ASIS FEE,1.0,1,2.0,2.0,0.0,0.0,0.0,0.0,no,0,49.08,7,16,12,False,0.0,True
2023-04-04,45.6,45.6,430.0,2023-04-04,0.0,@22%,0.7,1,4.0,5.0,1.0,3.0,178.78,0.088825215,yes,1,41.88,57,8,2,False,3.631174784999999,False
2023-03-15,,63.6,361.06,2023-02-16,27.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,63.6,57,37,4,False,0.0,True
2023-03-11,53.4,53.4,1200.0,2023-02-11,28.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.183510638,yes,1,45.12,0,16,12,False,8.096489362000002,False
2023-03-27,53.4,53.4,300.0,2021-11-09,503.0,@22%,0.83,1,4.0,7.0,3.0,,,0.219178082,yes,1,43.8,107,16,12,False,9.380821918000002,False
2023-04-19,34.68,34.68,300.0,2023-04-14,5.0,@23%,0.29,0,0.0,2.0,2.0,,,0.074349442,yes,1,32.28,21,19,2,False,2.3256505579999986,False
2023-04-06,,34.92,300.0,2023-03-31,6.0,@23%,0.13,0,0.0,0.0,0.0,0.0,0.0,0.081784387,yes,0,32.28,21,15,12,False,2.5582156130000007,False
2023-04-10,,32.4,300.0,2023-03-31,10.0,@22%,0.16,0,0.0,0.0,0.0,0.0,0.0,-0.126213592,yes,0,37.08,0,25,2,False,-4.553786408,False
2023-04-20,,34.68,300.0,2023-04-14,6.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,-0.017006803,yes,0,35.28,57,19,2,False,-0.5829931970000014,False
2023-04-12,,49.68,250.0,2022-04-30,347.0,@23%,0.37,0,0.0,0.0,0.0,0.0,0.0,0.037593985,yes,0,47.88,17,12,4,False,1.7624060149999972,False
2023-04-05,50.76,50.76,235.0,2021-10-31,521.0,@22%,0.7,1,1.0,1.0,0.0,2.0,170.06,0.15890411,yes,1,43.8,22,11,1,False,6.801095890000001,False
2023-03-14,48.12,48.12,499.99,2023-03-13,1.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.16909621,yes,1,41.16,129,25,2,False,6.790903790000001,False
2023-03-27,,45.6,359.49,2023-03-17,10.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.010638298,yes,0,45.12,7,11,1,False,0.469361702000004,False
2023-04-13,52.8,52.8,231.12,2023-04-13,0.0,@22%,0.25,0,0.0,0.0,0.0,0.0,0.0,-0.030837004,yes,1,54.48,7,37,4,False,-1.6491629959999998,False
2023-03-01,,33.36,369.99,2023-03-01,0.0,@22%,0.21,0,0.0,0.0,0.0,,,-0.054421769,yes,0,35.28,57,19,2,False,-1.8655782310000018,False
2023-04-20,,34.68,799.99,2023-04-14,6.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,-0.064724919,yes,0,37.08,0,25,2,False,-2.3352750809999985,False
2023-04-16,,66.48,349.99,2023-04-15,1.0,ASIS FEE,1.0,0,0.0,0.0,0.0,,,0.0,no,0,66.48,56,37,4,False,0.0,True
2023-04-10,,46.8,344.6,2023-03-30,11.0,@22%,0.34,1,1.0,1.0,0.0,0.0,0.0,0.295681063,yes,0,36.12,21,15,12,False,10.384318937,False
2023-04-24,,53.4,368.18,2023-04-24,0.0,@23%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.08801956,yes,0,49.08,7,16,12,False,4.23198044,False
2023-04-13,,107.04,699.7,2023-04-12,1.0,@22%,0.08,0,0.0,0.0,0.0,0.0,0.0,0.298398836,yes,0,82.44,74,36,4,False,24.301601164000008,False
2023-03-22,52.8,52.8,300.0,2022-04-22,334.0,@23%,0.58,1,3.0,3.0,0.0,2.0,170.06,0.170212766,yes,1,45.12,84,17,6,False,7.509787234,False
2023-03-08,,28.32,269.0,2022-12-16,82.0,@23%,0.16,0,0.0,0.0,0.0,0.0,0.0,-0.112781955,yes,0,31.92,7,25,2,False,-3.4872180450000014,False
2023-03-20,,38.04,459.99,2023-03-17,3.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.096885813,yes,0,34.68,0,19,2,False,3.2631141869999993,False
2023-03-13,,47.76,300.0,2022-05-18,299.0,@23%,0.25,0,0.0,0.0,0.0,0.0,0.0,0.236024845,yes,0,38.64,0,25,2,False,8.883975154999998,False
2023-04-12,,34.92,199.0,2023-03-17,26.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.141176471,yes,0,30.6,7,19,2,False,4.178823529000001,False
2023-04-07,,50.76,449.99,2023-03-24,14.0,@22%,0.5,1,3.0,5.0,2.0,,,0.134048257,yes,0,44.76,57,25,2,False,5.865951743,False
2023-03-03,,53.4,350.0,2022-12-01,92.0,@22%,0.2,0,0.0,0.0,0.0,0.0,0.0,0.161879896,yes,0,45.96,62,16,12,False,7.278120103999997,False
2023-04-11,,53.4,429.26,2023-01-03,98.0,@23%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.161879896,yes,0,45.96,127,11,1,False,7.278120103999997,False
2023-04-04,,30.6,549.0,2023-03-09,26.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,30.6,7,15,12,False,0.0,True
2023-03-31,,47.64,359.99,2023-03-30,1.0,@22%,0.42,1,2.0,2.0,0.0,,,-0.074592075,yes,0,51.48,62,11,1,False,-3.7654079249999963,False
2023-03-02,71.28,71.28,400.0,2023-02-15,15.0,@23%,0.7,1,5.0,8.0,0.0,0.0,0.0,0.135755258,yes,1,62.76,107,34,3,False,8.384244742000003,False
2023-04-24,39.84,39.84,419.0,2021-07-15,648.0,ASIS FEE,1.0,0,0.0,1.0,1.0,,,0.0,no,1,39.84,111,11,1,False,0.0,True
2023-04-20,48.24,48.24,329.0,2023-04-06,14.0,@22%,0.12,0,0.0,0.0,0.0,,,0.069148936,yes,1,45.12,41,8,2,False,3.0508510640000046,False
2023-04-05,48.12,48.12,300.0,2022-04-05,365.0,@22%,0.75,1,3.0,6.0,4.0,5.0,945.14,0.297734628,yes,1,37.08,34,19,2,False,10.742265371999999,False
2023-03-09,,59.64,285.0,2023-01-26,42.0,@22%,0.42,1,2.0,3.0,1.0,0.0,0.0,0.297650131,yes,0,45.96,57,11,1,False,13.382349869,False
2023-04-20,,53.4,276.05,2023-04-07,13.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.08801956,yes,0,49.08,7,12,4,False,4.23198044,False
2023-04-19,,41.4,1149.0,2023-04-02,17.0,@22%,0.22,0,0.0,0.0,0.0,0.0,0.0,0.296992481,yes,0,31.92,110,19,2,False,9.183007518999997,False
2023-04-06,,48.12,180.0,2023-01-28,68.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.165697674,yes,0,41.28,25,14,12,False,6.674302325999997,False
2023-03-21,,32.4,300.0,2023-01-20,60.0,@22%,0.18,0,0.0,0.0,0.0,0.0,0.0,0.163793103,yes,0,27.84,12,9,2,False,4.396206896999999,False
2023-04-19,,47.76,559.0,2023-04-07,12.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,-0.002506266,yes,0,47.88,8,25,2,False,-0.11749373400000454,False
2023-02-28,,71.04,344.12,2023-02-28,0.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.116981132,yes,0,63.6,57,37,4,False,7.323018868000005,False
2023-03-06,,49.92,300.0,2023-01-06,59.0,@23%,0.14,0,0.0,0.0,0.0,0.0,0.0,0.295950156,yes,0,38.52,71,14,12,False,11.104049843999999,False
2023-04-11,47.76,47.76,309.99,2023-02-16,54.0,@22%,0.42,1,1.0,2.0,1.0,0.0,0.0,0.28802589,yes,1,37.08,129,19,2,False,10.39197411,False
2023-03-03,,39.84,502.12,2023-03-02,1.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,39.84,7,14,12,False,0.0,True
2023-03-27,,36.24,270.0,2023-03-27,0.0,@23%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.044982699,yes,0,34.68,86,32,13,False,1.5150173010000023,False
2023-03-13,34.92,34.92,266.0,2023-03-13,0.0,@22%,0.16,0,0.0,0.0,0.0,0.0,0.0,0.006920415,yes,1,34.68,7,14,12,False,0.23307958500000198,False
2023-04-11,,69.72,699.0,2023-04-06,5.0,@23%,0.2,0,0.0,0.0,0.0,0.0,0.0,0.139215686,yes,0,61.2,129,37,4,False,8.380784313999996,False
2023-04-06,,48.12,230.0,2023-02-06,59.0,@23%,0.2,0,0.0,0.0,0.0,0.0,0.0,-0.116740088,yes,0,54.48,7,37,4,False,-6.243259911999999,False
2023-03-27,48.24,48.24,369.0,2023-03-08,19.0,@22%,0.08,0,0.0,0.0,0.0,0.0,0.0,0.210843373,yes,1,39.84,12,25,2,False,8.189156627,False
2023-03-27,69.72,69.72,450.0,2022-01-01,450.0,@23%,0.81,1,3.0,9.0,6.0,0.0,0.0,0.030141844,yes,1,67.68,57,37,4,False,2.009858155999992,False
2023-03-29,,44.28,438.46,2023-03-29,0.0,@22%,0.13,0,0.0,0.0,0.0,,,0.05730659,yes,0,41.88,57,8,2,False,2.3426934099999985,False
2023-03-16,,53.4,540.0,2023-03-16,0.0,@23%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.037296037,yes,0,51.48,57,16,12,False,1.8827039630000018,False
2023-03-05,48.12,48.12,250.0,2023-02-05,28.0,@22%,0.2,0,0.0,0.0,0.0,0.0,0.0,0.16909621,yes,1,41.16,7,12,4,False,6.790903790000001,False
2023-04-15,,47.76,369.38,2023-03-17,29.0,@23%,0.18,0,0.0,0.0,0.0,0.0,0.0,0.160349854,yes,0,41.16,129,24,2,False,6.439650146000002,False
2023-03-30,62.16,62.16,541.41,2023-03-30,0.0,@22%,0.68,1,5.0,6.0,1.0,2.0,171.83,0.298245614,yes,1,47.88,57,8,2,False,13.981754385999993,False
2023-04-07,,35.52,300.0,2023-03-31,7.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.112781955,yes,0,31.92,12,19,2,False,3.4872180450000014,False
2023-04-16,,25.2,300.0,2023-04-13,3.0,@22%,0.16,0,0.0,0.0,0.0,0.0,0.0,-0.049773756,yes,0,26.52,129,19,2,False,-1.2702262440000003,False
2023-04-23,,52.68,489.99,2023-04-23,0.0,@22%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.073349633,yes,0,49.08,7,16,12,False,3.5266503670000016,False
2023-04-13,,32.64,799.99,2023-03-17,27.0,@22%,0.2,0,0.0,0.0,0.0,0.0,0.0,-0.1197411,yes,0,37.08,0,25,2,False,-4.320258899999998,False
2023-03-06,,57.72,530.0,2023-03-04,2.0,@23%,0.25,0,0.0,1.0,1.0,,,0.121212121,yes,0,51.48,57,16,12,False,6.118787879000002,False
2023-04-06,69.72,69.72,366.43,2023-02-27,38.0,@23%,0.26,0,0.0,1.0,1.0,1.0,224.5,0.094161959,yes,1,63.72,7,37,4,False,5.905838041,False
2023-03-01,48.24,48.24,419.93,2023-02-28,1.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,1,41.88,62,8,2,False,6.208137536,False
2023-03-08,,69.84,399.0,2023-03-07,1.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.050541516,yes,0,66.48,56,37,4,False,3.3094584839999994,False
2023-03-01,,69.72,379.0,2023-02-16,13.0,@22%,0.19,0,0.0,0.0,0.0,0.0,0.0,0.048736462,yes,0,66.48,56,37,4,False,3.191263537999995,False
2023-03-07,,48.12,300.0,2023-02-25,10.0,@22%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.16909621,yes,0,41.16,7,11,1,False,6.790903790000001,False
2023-03-25,,48.12,100.0,2023-03-11,14.0,@23%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.075067024,yes,0,44.76,129,9,2,False,3.2849329759999994,False
2023-03-26,,48.12,912.0,2023-03-25,1.0,@23%,0.18,0,0.0,0.0,0.0,0.0,0.0,-0.137634409,yes,0,55.8,74,37,4,False,-7.542365590999999,False
2023-04-19,,44.28,300.0,2023-04-19,0.0,@23%,0.34,1,1.0,1.0,0.0,1.0,85.03,0.008196721,yes,0,43.92,7,16,12,False,0.3518032789999994,False
2023-04-13,,48.12,384.0,2023-04-01,12.0,@22%,0.08,0,0.0,0.0,0.0,0.0,0.0,-0.071759259,yes,0,51.84,129,11,1,False,-3.648240741000006,False
2023-04-12,,69.72,370.35,2023-04-12,0.0,@23%,0.26,0,0.0,1.0,1.0,,,0.096226415,yes,0,63.6,57,37,4,False,6.023773584999997,False
2023-03-20,,47.88,300.0,2023-03-04,16.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,47.88,17,12,4,False,0.0,True
2023-03-23,,46.56,300.0,2023-02-23,28.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.297658863,yes,0,35.88,7,25,2,False,10.382341137,False
2023-04-04,,89.64,479.0,2023-03-24,11.0,@23%,0.16,0,0.0,0.0,0.0,0.0,0.0,0.299130435,yes,0,69.0,57,36,4,False,20.340869565000002,False
2023-02-28,,32.4,500.0,2023-02-03,25.0,@23%,0.6,1,3.0,11.0,10.0,2.0,244.45,-0.065743945,yes,0,34.68,0,9,2,False,-2.2142560550000012,False
2023-03-27,,30.24,150.0,2023-02-24,31.0,@23%,0.08,0,0.0,0.0,0.0,0.0,0.0,-0.052631579,yes,0,31.92,7,25,2,False,-1.6273684210000032,False
2023-04-24,35.4,35.4,300.0,2023-03-31,24.0,@22%,0.24,0,0.0,0.0,0.0,0.0,0.0,0.003401361,yes,1,35.28,62,9,2,False,0.11659863899999744,False
2023-03-01,,96.12,399.0,2023-03-01,0.0,@23%,0.07,0,0.0,3.0,3.0,,,0.298918919,yes,0,74.0,54,11,1,False,21.821081081000006,False
2023-03-14,,59.64,200.0,2023-03-14,0.0,@22%,0.5,1,2.0,2.0,0.0,1.0,85.03,0.158508159,yes,0,51.48,62,16,12,False,8.001491841000004,False
2023-03-28,,32.4,219.99,2023-03-07,21.0,@23%,0.13,0,0.0,0.0,0.0,0.0,0.0,-0.126213592,yes,0,37.08,129,19,2,False,-4.553786408,False
2023-03-15,,69.72,300.0,2023-03-10,5.0,@23%,0.21,0,0.0,0.0,0.0,0.0,0.0,0.030141844,yes,0,67.68,129,36,4,False,2.009858155999992,False
2023-03-23,,53.4,300.0,2023-03-23,0.0,@22%,0.11,0,,,,0.0,0.0,0.253521127,yes,0,42.6,11,16,12,False,10.546478872999996,False
2023-03-06,,69.72,369.0,2023-03-06,0.0,@23%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,0,63.6,57,37,4,False,6.023773584999997,False
2023-03-28,,32.52,230.79,2023-03-28,0.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,-0.062283737,yes,0,34.68,7,14,12,False,-2.0977162629999966,False
2023-03-31,,45.6,300.0,2023-03-31,0.0,@23%,0.52,1,2.0,2.0,0.0,0.0,0.0,-0.064039409,yes,0,48.72,57,12,4,False,-3.0559605909999976,False
2023-04-20,,45.96,200.0,2023-04-22,-2.0,ASIS FEE,1.0,0,0.0,1.0,1.0,,,0.0,no,0,45.96,62,16,12,False,0.0,True
2023-04-03,,69.72,340.0,2023-03-30,4.0,@22%,0.19,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,0,63.6,57,37,4,False,6.023773584999997,False
2023-03-14,,49.68,329.0,2023-03-14,0.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.262195122,yes,0,39.36,57,14,12,False,10.057804878,False
2023-03-29,,53.4,269.99,2023-03-26,3.0,@22%,0.51,1,3.0,3.0,0.0,1.0,85.03,0.08801956,yes,0,49.08,7,12,4,False,4.23198044,False
2023-03-26,,34.68,185.0,2023-03-26,0.0,@22%,0.08,0,0.0,0.0,0.0,0.0,0.0,-0.017006803,yes,0,35.28,16,25,2,False,-0.5829931970000014,False
2023-03-02,,75.84,879.0,2023-03-02,0.0,@22%,0.13,0,0.0,0.0,0.0,0.0,0.0,0.297741273,yes,0,58.44,114,8,2,False,17.102258727000006,False
2023-03-04,,51.48,387.12,2023-03-04,0.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,51.48,57,11,1,False,0.0,True
2023-04-11,,48.24,179.99,2023-03-17,25.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.077747989,yes,0,44.76,34,9,2,False,3.402252011000004,False
2023-04-10,89.64,89.64,439.0,2023-04-10,0.0,@22%,0.39,1,2.0,2.0,0.0,,,0.299130435,yes,1,69.0,57,36,4,False,20.340869565000002,False
2023-04-24,,48.12,409.99,2023-04-18,6.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.148997135,yes,0,41.88,57,25,2,False,6.091002864999995,False
2023-03-24,,51.72,754.0,2022-12-23,91.0,@23%,0.19,0,0.0,0.0,0.0,0.0,0.0,0.298192771,yes,0,39.84,110,25,2,False,11.581807228999995,False
2023-03-09,,69.72,429.0,2023-03-07,2.0,@23%,0.08,0,0.0,0.0,0.0,0.0,0.0,0.249462366,yes,0,55.8,74,37,4,False,13.670537634000002,False
2023-04-20,,54.48,205.0,2023-04-07,13.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,54.48,7,37,4,False,0.0,True
2023-04-06,,69.72,850.0,2023-03-31,6.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.141453831,yes,0,61.08,71,16,12,False,8.498546169,False
2023-03-01,,47.76,479.99,2023-01-23,37.0,@23%,0.12,0,0.0,0.0,0.0,0.0,0.0,-0.078703704,yes,0,51.84,129,11,1,False,-4.001296296000006,False
2023-04-19,,48.12,729.98,2023-04-12,7.0,@23%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.066489362,yes,0,45.12,129,25,2,False,2.933510638,False
2023-03-07,,41.88,450.0,2023-02-24,11.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,41.88,62,8,2,False,0.0,True
2023-03-31,,47.76,469.0,2023-03-31,0.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.140401146,yes,0,41.88,57,25,2,False,5.739598853999995,False
2023-04-14,,48.24,349.0,2022-09-21,205.0,@22%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.069148936,yes,0,45.12,7,8,2,False,3.0508510640000046,False
2023-03-06,29.16,29.16,1119.0,2023-03-06,0.0,@22%,0.21,0,0.0,0.0,0.0,0.0,0.0,-0.213592233,yes,1,37.08,0,25,2,False,-7.706407766999998,False
2023-04-03,,32.64,280.0,2022-12-15,109.0,@22%,0.21,0,0.0,0.0,0.0,0.0,0.0,0.172413793,yes,0,27.84,111,9,2,False,4.627586207000001,False
2023-03-07,89.64,89.64,355.0,2023-03-07,0.0,@22%,0.69,1,5.0,11.0,4.0,6.0,370.0,0.299130435,yes,1,69.0,62,36,4,False,20.340869565000002,False
2023-03-14,,53.04,295.0,2023-02-09,33.0,@23%,0.25,0,0.0,0.0,0.0,0.0,0.0,-0.110663984,yes,0,59.64,57,37,4,False,-6.489336016000001,False
2023-03-30,,32.64,300.0,2023-03-01,29.0,@23%,0.25,0,0.0,0.0,0.0,0.0,0.0,-0.1197411,yes,0,37.08,34,25,2,False,-4.320258899999998,False
2023-03-12,,23.28,24.99,2023-03-10,2.0,@22%,0.24,0,0.0,1.0,1.0,0.0,0.0,0.293333333,yes,0,18.0,16,4,0,False,4.9866666670000015,False
2023-04-03,,48.24,397.1,2023-03-28,6.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,0,41.88,57,8,2,False,6.208137536,False
2023-04-02,,48.12,129.0,2022-05-25,312.0,@23%,0.21,0,0.0,0.0,0.0,0.0,0.0,0.165697674,yes,0,41.28,25,14,12,False,6.674302325999997,False
2023-03-31,,136.8,1149.0,2023-03-23,8.0,@23%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.299885975,yes,0,105.24,74,34,3,False,31.260114025000018,False
2023-03-27,60.96,60.96,220.0,2023-02-27,28.0,@22%,0.18,0,0.0,0.0,0.0,0.0,0.0,0.022132797,yes,1,59.64,62,37,4,False,1.2978672030000002,False
2023-03-03,48.12,48.12,504.99,2023-03-01,2.0,@23%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.066489362,yes,1,45.12,7,8,2,False,2.933510638,False
2023-03-28,,48.12,449.0,2023-03-23,5.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.245341615,yes,0,38.64,17,15,12,False,9.234658384999998,False
2023-03-01,,48.24,200.0,2023-01-31,29.0,@23%,0.4,1,1.0,2.0,1.0,3.0,354.62,0.151862464,yes,0,41.88,57,25,2,False,6.208137536,False
2023-03-27,,63.72,349.99,2023-03-27,0.0,ASIS FEE,1.0,1,1.0,1.0,0.0,,,0.0,no,0,63.72,7,37,4,False,0.0,True
2023-03-24,38.04,38.04,479.99,2023-02-22,30.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,-0.156914894,yes,1,45.12,129,11,1,False,-6.9230851059999985,False
2023-04-24,,37.92,279.99,2023-04-19,5.0,@22%,0.13,0,0.0,0.0,0.0,0.0,0.0,0.074829932,yes,0,35.28,57,19,2,False,2.5651700680000005,False
2023-03-01,,34.68,357.0,2023-02-24,5.0,@23%,0.13,0,0.0,0.0,0.0,0.0,0.0,0.0,yes,0,34.68,34,19,2,False,0.0,True
2023-04-03,,69.72,699.0,2023-03-24,10.0,@23%,0.18,0,0.0,0.0,0.0,0.0,0.0,0.139215686,yes,0,61.2,129,37,4,False,8.380784313999996,False
2023-03-03,,56.64,210.0,2023-03-03,0.0,@22%,0.22,0,0.0,0.0,0.0,0.0,0.0,-0.197278912,yes,0,70.56,16,37,4,False,-13.722721088000002,False
2023-03-29,,63.6,339.99,2023-03-27,2.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,-0.0433213,yes,0,66.48,17,37,4,False,-2.8366787000000024,False
2023-03-06,,34.92,150.0,2023-03-03,3.0,@23%,0.08,0,0.0,0.0,0.0,0.0,0.0,0.006920415,yes,0,34.68,86,32,13,False,0.23307958500000198,False
2023-04-02,,69.72,322.52,2023-04-02,0.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,0,63.6,62,37,4,False,6.023773584999997,False
2023-03-20,48.12,48.12,369.0,2023-03-20,0.0,@23%,0.13,0,0.0,0.0,0.0,0.0,0.0,-0.012315271,yes,1,48.72,62,12,4,False,-0.5876847290000015,False
2023-03-27,,69.84,323.94,2023-03-26,1.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.096045198,yes,0,63.72,7,37,4,False,6.023954802000005,False
2023-03-29,,53.4,181.67,2023-03-29,0.0,@23%,0.03,0,0.0,0.0,0.0,0.0,0.0,-0.019823789,yes,0,54.48,130,37,4,False,-1.0601762109999984,False
2023-03-15,,48.12,200.0,2023-03-11,4.0,@22%,0.07,0,0.0,0.0,0.0,0.0,0.0,0.245341615,yes,0,38.64,56,15,12,False,9.234658384999998,False
2023-03-05,,53.4,275.13,2023-02-12,21.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.115288221,yes,0,47.88,56,12,4,False,5.404711778999996,False
2023-04-06,,34.68,300.0,2023-03-28,9.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,-0.017006803,yes,0,35.28,57,19,2,False,-0.5829931970000014,False
2023-03-23,,32.64,300.0,2022-10-19,155.0,@23%,0.23,0,0.0,0.0,0.0,0.0,0.0,0.172413793,yes,0,27.84,89,9,2,False,4.627586207000001,False
2023-04-01,,48.12,224.64,2023-03-31,1.0,@23%,0.07,0,0.0,0.0,0.0,0.0,0.0,0.245341615,yes,0,38.64,129,25,2,False,9.234658384999998,False
2023-04-24,,68.52,250.0,2023-03-24,31.0,@22%,0.32,1,1.0,1.0,0.0,,,0.14889336,yes,0,59.64,62,37,4,False,8.731106639999995,False
2023-03-23,38.04,38.04,300.0,2023-03-05,18.0,@22%,0.25,0,0.0,1.0,1.0,0.0,0.0,0.299180328,yes,1,29.28,110,15,12,False,8.460819671999998,False
2023-04-11,,55.8,700.0,2022-07-20,265.0,ASIS FEE,1.0,1,1.0,2.0,1.0,3.0,1890.02,0.0,no,0,55.8,74,37,4,False,0.0,True
2023-04-06,,53.4,319.99,2023-03-29,8.0,@22%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.161879896,yes,0,45.96,57,11,1,False,7.278120103999997,False
2023-03-28,,43.32,179.99,2023-03-27,1.0,@22%,0.55,1,5.0,8.0,2.0,0.0,0.0,0.16828479,yes,0,37.08,74,4,0,False,6.071715210000002,False
2023-04-02,,48.24,300.0,2023-03-03,30.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,0,41.88,57,24,2,False,6.208137536,False
2023-04-01,,47.76,739.85,2023-04-01,0.0,@23%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.121126761,yes,0,42.6,89,11,1,False,5.038873238999996,False
2023-04-20,,62.28,244.99,2022-04-19,366.0,@23%,0.33,0,0.0,0.0,0.0,0.0,0.0,0.044265594,yes,0,59.64,62,37,4,False,2.5957344060000005,False
2023-02-28,69.72,69.72,400.0,2022-12-28,62.0,@22%,0.44,1,1.0,2.0,1.0,3.0,255.09,0.022887324,yes,1,68.16,54,34,3,False,1.5371126760000022,False
2023-04-21,48.24,48.24,300.0,2022-02-18,427.0,@23%,0.31,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,1,41.88,62,8,2,False,6.208137536,False
2023-04-19,,37.08,194.0,2023-04-19,0.0,ASIS FEE,1.0,1,1.0,2.0,1.0,,,0.0,no,0,37.08,30,13,7,False,0.0,True
2023-03-02,,69.72,399.0,2023-03-01,1.0,@23%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.21802935,yes,0,57.24,74,34,3,False,12.261970649999997,False
2023-03-17,,47.76,390.0,2023-03-17,0.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.213414634,yes,0,39.36,57,14,12,False,8.186585366,False
2023-03-06,,23.28,62.99,2023-02-20,14.0,@22%,0.23,0,0.0,0.0,0.0,0.0,0.0,0.293333333,yes,0,18.0,16,4,0,False,4.9866666670000015,False
2023-03-10,,48.12,339.0,2023-03-10,0.0,@23%,0.19,0,0.0,0.0,0.0,,,0.075067024,yes,0,44.76,62,25,2,False,3.2849329759999994,False
2023-04-03,,32.4,110.0,2023-03-24,10.0,@23%,0.03,0,0.0,0.0,0.0,0.0,0.0,-0.065743945,yes,0,34.68,86,32,13,False,-2.2142560550000012,False
